index,Order,MS SubClass,MS Zoning,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
4818,1464,60,RL,8400,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,5,2007,2005,Gable,HdBoard,HdBoard,Gd,PConc,1033.9152689999999,-0.0012113389999999999,473.840754,1186.297959,Ex,Y,SBrkr,832,0,1040,1.001999617,-0.001999633,2,1,3,1,Gd,7,1,1.9980007290000001,370.0792051,Y,0,0,6,2006,WD ,Normal,145000
1744,2284,50,RL,7692,Reg,Lvl,Inside,NWAmes,1Fam,1.5Fin,6,5,2008,1950,Gable,HdBoard,HdBoard,TA,CBlock,501.69135470000003,-0.0012302510000000001,510.18020379999996,607.5869235,TA,Y,SBrkr,864,0,2784,0.001998532,-0.0019992020000000003,2,0,3,1,TA,6,0,0.9980088309999999,186.94421830000002,Y,0,0,6,2008,WD ,Normal,140000
426,2163,20,RL,9600,Reg,Lvl,Inside,Gilbert,1Fam,1Story,6,5,1961,2006,Gable,VinylSd,VinylSd,TA,CBlock,960.6658259999999,-0.001228634,188.1577635,587.2730005,TA,Y,SBrkr,1125,0,1728,1.00199966,-0.0019993710000000002,1,0,3,1,TA,6,0,1.9980033380000002,395.10853430000003,Y,0,0,6,2009,WD ,Normal,140000
2340,2284,90,RL,1680,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1976,1977,Gable,HdBoard,HdBoard,TA,CBlock,0.001083119,-0.001260375,860.1335607999999,1348.5756900000001,TA,Y,SBrkr,1040,0,864,0.001999901,-0.0019991329999999997,1,0,3,1,TA,6,0,0.998001032,198.3120907,Y,0,0,6,2008,WD ,Normal,145000
3485,1464,60,RL,9600,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2007,2006,Gable,VinylSd,VinylSd,TA,PConc,0.0008833160000000001,-0.001206821,748.7891844,568.0259453,Ex,Y,SBrkr,864,0,1456,0.001999766,-0.0019989879999999997,2,1,3,1,TA,7,1,1.9980021680000002,369.8540895,Y,0,0,7,2007,WD ,Normal,181000
4710,2163,20,RL,7200,IR1,Lvl,Inside,Somerst,1Fam,1Story,6,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,554.05539,-0.001210581,1790.250436,1204.0520060000001,Ex,Y,SBrkr,1680,0,1728,0.00199998,-0.001999384,2,0,3,1,Gd,7,1,1.998002192,631.5863948,Y,0,0,5,2007,WD ,Partial,170000
929,2447,20,RL,7200,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,2005,1950,Gable,VinylSd,VinylSd,TA,CBlock,554.5279433,-0.001225443,489.35883600000005,622.3700547,Ex,Y,SBrkr,941,0,848,1.001999225,-0.0019990760000000002,2,0,3,1,TA,5,0,1.998003119,379.0611942,Y,0,0,7,2007,WD ,Normal,158000
2498,27,50,RL,6000,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,6,5,1920,1950,Gable,Wd Sdng,VinylSd,TA,PConc,0.001080918,-0.001234825,500.5130914,576.4053079,Ex,Y,SBrkr,864,0,1092,0.001999941,-0.001999605,1,0,3,1,TA,6,0,-0.001997474,-0.001545207,Y,0,0,6,2008,WD ,Normal,130000
3260,786,20,RL,6000,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,5,1966,1950,Gable,MetalSd,HdBoard,TA,CBlock,0.0007249810000000001,-0.001243205,190.2856906,609.4008792999999,TA,N,SBrkr,864,0,1092,0.0019997229999999997,-0.0019993579999999997,1,0,3,1,TA,6,0,0.998001157,190.8526783,Y,0,0,6,2008,WD ,Normal,130000
4294,2447,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,557.8087236,-0.001225911,489.1449795,621.3901854,Ex,Y,SBrkr,844,0,1733,1.00199909,-0.001998997,2,0,3,1,TA,5,0,1.9980028980000002,379.7117008,Y,0,0,7,2007,WD ,Normal,158000
4755,326,20,RL,6000,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,5,2004,1950,Gable,Plywood,VinylSd,TA,PConc,0.001274535,-0.001530705,166.8936665,628.0403844,TA,Y,SBrkr,864,0,864,0.001999597,-0.0019992770000000003,1,0,3,1,TA,6,1,-0.001998225,-0.001611605,Y,0,0,6,2009,WD ,Normal,145000
4549,2284,90,RL,1680,Reg,Lvl,Inside,NAmes,Duplex,2Story,5,5,1976,1970,Gable,Stucco,VinylSd,TA,PConc,0.0014043870000000002,-0.0012546410000000001,1134.014846,967.3835339,TA,N,SBrkr,672,0,1092,0.001999955,-0.001999131,2,0,4,1,TA,6,0,-0.001998872,-0.001619136,Y,0,0,6,2008,WD ,Normal,130000
1240,27,20,RL,2665,Reg,Lvl,Inside,NAmes,1Fam,1Story,7,5,1968,2008,Gable,VinylSd,VinylSd,TA,CBlock,994.0264468,-0.001253067,210.92630840000004,633.0523075,TA,Y,SBrkr,672,0,1646,1.001999176,-0.001998782,1,0,3,1,TA,6,0,1.998006982,413.3370975,Y,0,0,6,2007,WD ,Normal,255000
3649,378,20,RL,9000,Reg,Lvl,Inside,SawyerW,1Fam,1Story,7,5,2006,2004,Gable,VinylSd,VinylSd,Gd,PConc,1627.062866,-0.001228182,105.9858163,1288.0271380000001,Ex,Y,SBrkr,768,0,2443,1.001999869,-0.001999705,2,0,3,1,Gd,6,0,1.99800268,376.3980267,Y,0,0,5,2007,WD ,Normal,150000
4647,350,80,RL,1680,Reg,Lvl,Inside,Edwards,1Fam,SLvl,4,5,1976,1950,Gable,Plywood,VinylSd,TA,BrkTil,0.00129319,-0.001197688,145.5631413,-106.24347990000001,Ex,Y,SBrkr,672,0,1320,0.001999696,-0.0019994739999999998,1,0,3,1,TA,9,1,-0.0019981260000000002,-0.0016797510000000002,Y,0,0,6,2006,WD ,Normal,108000
2404,2447,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,555.710927,-0.001226092,488.9181119,621.9580411000001,Ex,Y,SBrkr,1098,0,1733,1.0019990890000001,-0.001999098,2,0,3,1,TA,5,0,1.998003077,379.3238335,Y,0,0,7,2007,WD ,Normal,158000
1287,2163,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,555.7513671,-0.001225264,488.46472769999997,621.6138425,Ex,Y,SBrkr,941,0,2358,1.001999158,-0.001999117,2,0,3,1,TA,5,0,1.998002789,379.3544131,Y,0,0,7,2007,WD ,Normal,158000
2804,754,50,RL,6240,IR1,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,5,1989,2002,Gable,VinylSd,VinylSd,TA,BrkTil,0.0009712639999999999,-0.0012183489999999999,1765.0776260000002,1199.851208,Ex,Y,SBrkr,1409,0,2443,0.0019999279999999998,-0.0019991970000000003,2,0,3,1,TA,7,1,1.9980100459999999,377.7589314,Y,0,0,11,2007,WD ,Normal,170000
1574,1293,20,RL,8400,Reg,Lvl,Inside,OldTown,1Fam,1Story,6,7,2007,1950,Hip,HdBoard,MetalSd,TA,CBlock,512.3298548,-0.001271837,202.76865859999998,608.7687236,Ex,Y,SBrkr,1040,0,1092,0.001999809,-0.0019975279999999997,2,0,2,1,Gd,7,0,-0.001996333,443.88204939999997,Y,0,0,6,2008,WD ,Normal,130000
1989,2163,60,RL,9000,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2007,1950,Gable,VinylSd,VinylSd,TA,PConc,0.0008332789999999999,-0.001241497,1147.571974,604.3510942,Ex,Y,SBrkr,864,0,1656,0.001999833,-0.001998775,2,1,3,1,Gd,7,1,2.998005833,600.4436013,Y,0,0,7,2007,New,Partial,135000
2955,2163,20,RL,9600,IR1,Lvl,Inside,CollgCr,1Fam,1Story,8,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,570.0514589,-0.001224617,1771.059904,1234.2601789999999,Ex,Y,SBrkr,864,0,864,0.0019998439999999998,-0.001998648,2,0,3,1,Gd,7,1,2.998008145,604.6719927999999,Y,0,0,6,2006,WD ,Normal,145000
1373,754,60,RL,4923,IR1,Lvl,Inside,Timber,1Fam,2Story,9,5,2006,1950,Gable,VinylSd,VinylSd,Gd,PConc,0.000962968,-0.0012291889999999999,1817.749485,1242.957193,Ex,Y,SBrkr,912,0,1680,0.001999946,-0.001999232,2,1,3,1,Gd,10,1,2.998006237,600.9759885,Y,0,0,8,2007,WD ,Normal,145000
959,786,20,RL,6120,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1954,1950,Gable,VinylSd,VinylSd,TA,CBlock,0.001041487,-0.001265654,1080.842202,575.6759262999999,Ex,Y,SBrkr,864,0,864,0.001999159,-0.0019989129999999997,1,0,3,1,TA,6,0,0.99800296,194.1647596,Y,0,0,5,2008,WD ,Normal,110000
1768,2203,160,RL,8400,Reg,Lvl,Inside,MeadowV,1Fam,2Story,6,5,2007,1950,Gable,MetalSd,MetalSd,TA,CBlock,575.4077427999999,-0.00073791,466.3333714,575.4788567,Ex,Y,SBrkr,520,0,1092,0.001999842,-0.001998345,1,1,3,1,TA,6,0,1.998000936,372.8732147,Y,0,0,5,2009,WD ,Normal,120000
71,378,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,553.2420894999999,-0.0012256889999999999,489.5598318,622.1359272000001,Ex,Y,SBrkr,941,0,1416,1.001999185,-0.001999083,2,0,3,1,TA,5,0,1.998002649,379.0410042,Y,0,0,7,2007,WD ,Normal,158000
390,378,120,RL,7200,Reg,Lvl,Inside,NridgHt,1Fam,1Story,6,5,2006,2002,Gable,VinylSd,VinylSd,Gd,PConc,1016.709032,-0.001235299,510.1977651,1180.4678490000001,Ex,Y,SBrkr,1728,0,1728,0.001999965,-0.0019992910000000003,2,0,3,1,Gd,6,1,1.998002296,414.3574503,Y,0,0,5,2009,WD ,Normal,170000
3385,839,30,RM,6120,Reg,Lvl,Inside,OldTown,1Fam,1Story,6,5,1954,2006,Gable,HdBoard,HdBoard,TA,CBlock,0.001050928,-0.0012607319999999999,829.6373294,576.5687784,TA,Y,SBrkr,1679,0,864,0.0019995679999999997,-0.001998854,1,0,2,1,TA,5,0,0.998005549,182.24807380000001,Y,0,0,6,2007,WD ,Normal,140000
2696,754,20,RL,9600,Reg,Lvl,Inside,SawyerW,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,TA,PConc,589.0065204,-0.001220671,438.8565935,595.5121893999999,Ex,Y,SBrkr,864,0,1040,1.00199983,-0.001999476,2,0,3,1,Gd,6,0,1.998001995,391.04647420000003,Y,0,0,6,2007,WD ,Normal,115000
1334,2447,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,PConc,557.2782375,-0.001227517,486.3292715,619.1713396,Ex,Y,SBrkr,941,0,2358,1.001998919,-0.00199906,2,0,3,1,TA,5,0,1.9980042130000002,380.9917652,Y,0,0,7,2007,WD ,Normal,158000
169,2163,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,551.7601808999999,-0.0012272869999999999,490.5822966,622.1194548,Ex,Y,SBrkr,941,0,1733,1.0019990429999999,-0.00199897,2,0,3,1,TA,5,0,1.998003517,380.25246560000005,Y,0,0,7,2007,WD ,Normal,158000
743,754,60,RL,11650,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.000989048,-0.001243566,1827.8824539999998,1293.61898,Ex,Y,SBrkr,894,0,1456,0.001999824,-0.0019988479999999997,2,1,3,1,Gd,7,1,2.998011018,603.0047979,Y,0,0,7,2006,WD ,Normal,155000
2830,2447,20,RL,7200,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,PConc,556.301649,-0.001230498,489.79280379999994,619.5940855,Ex,Y,SBrkr,941,0,848,1.0019990970000001,-0.001999064,2,0,3,1,TA,5,0,1.9980022769999999,379.5061503,Y,0,0,7,2007,WD ,Normal,158000
2066,754,20,RL,6120,Reg,Lvl,Inside,Somerst,1Fam,1Story,6,5,1957,2007,Gable,VinylSd,VinylSd,TA,PConc,1006.549449,-0.001152983,838.0822502999999,1306.934856,Ex,Y,SBrkr,864,0,1728,0.0019996529999999997,-0.001999494,2,0,3,1,Gd,7,1,1.9980100319999998,396.1334392,Y,0,0,6,2007,WD ,Normal,125000
951,2447,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,558.998229,-0.001226962,488.7119017,621.1155221,Ex,Y,SBrkr,941,0,2358,1.001999037,-0.001998945,2,0,3,1,TA,5,0,1.998003501,380.4115933,Y,0,0,7,2007,WD ,Normal,158000
4849,326,20,RL,6000,Reg,Lvl,Inside,Crawfor,1Fam,1Story,6,5,1976,2007,Gable,Plywood,VinylSd,TA,CBlock,585.7916252,-0.001551115,165.84659419999997,593.4017131,Ex,Y,SBrkr,1652,0,848,1.001999442,-0.001999388,1,0,3,1,Gd,5,1,1.998003741,375.0523671,Y,0,0,7,2006,WD ,Normal,140000
190,326,20,RL,7692,Reg,Lvl,Inside,Crawfor,1Fam,1Story,5,5,2006,2007,Gable,CemntBd,Wd Sdng,TA,CBlock,1560.14388,-0.001282603,173.0440977,1284.1911929999999,TA,Y,SBrkr,1728,0,2784,0.0019990710000000003,-0.001999575,1,0,3,1,Gd,5,1,1.998004366,390.25989500000003,Y,0,0,7,2008,WD ,Normal,140000
4699,70,60,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,5,1993,2003,Gable,VinylSd,HdBoard,TA,CBlock,1007.7529289999999,-0.001238779,486.62066839999994,842.9906299,Ex,Y,SBrkr,546,0,1456,0.001999247,-0.0019993289999999998,2,1,3,1,TA,6,1,1.9980024230000002,397.2173341,Y,0,0,6,2009,WD ,Normal,155000
1342,1293,60,RL,8400,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2007,2006,Gable,VinylSd,VinylSd,TA,PConc,983.3386137,-0.001213233,189.402479,602.0951904,Ex,Y,SBrkr,864,0,1456,0.001999817,-0.001999309,2,1,3,1,TA,7,1,1.998001498,371.7612305,Y,0,0,4,2006,WD ,Normal,181000
1895,754,120,RL,3907,IR1,Lvl,Inside,NridgHt,1Fam,1Story,6,5,2006,2007,Gable,VinylSd,VinylSd,TA,CBlock,636.3598315,-0.001202081,493.3359698,1188.889395,Ex,Y,SBrkr,1728,0,1728,0.00199994,-0.0019997360000000002,2,0,3,1,TA,5,0,1.998001561,389.2438713,Y,0,0,5,2009,WD ,Normal,145000
97,2163,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,555.1245084,-0.001225385,488.56976940000004,621.2719998,Ex,Y,SBrkr,941,0,2358,1.0019992009999998,-0.001999186,2,0,3,1,TA,5,0,1.998002501,379.0171279,Y,0,0,7,2007,WD ,Normal,158000
2047,1293,60,RL,6120,Reg,Lvl,Inside,ClearCr,1Fam,2Story,6,5,2007,2006,Gable,VinylSd,VinylSd,TA,PConc,0.000940941,-0.001236778,1137.2871949999999,577.6902610000001,Ex,Y,SBrkr,672,0,1456,0.001999551,-0.001999023,2,1,3,1,TA,7,1,1.9980037990000001,375.76058739999996,Y,0,0,6,2006,WD ,Normal,145000
2425,126,120,RL,3907,IR1,Lvl,Inside,StoneBr,1Fam,1Story,6,5,2006,2002,Gable,VinylSd,CmentBd,Gd,PConc,580.5110575,-0.001295555,1139.8495050000001,1175.121619,Ex,Y,SBrkr,1728,0,1728,0.001999969,-0.0019992779999999997,2,0,3,1,Gd,5,1,1.998001202,409.1772026,Y,0,0,7,2007,WD ,Normal,170000
1183,1027,20,RL,6000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,PConc,556.0441097,-0.001225117,489.5117858,622.8672159,Ex,Y,SBrkr,864,0,2358,1.001999171,-0.001999088,2,0,3,1,TA,5,0,1.998002787,379.3701937,Y,0,0,7,2007,WD ,Normal,158000
3931,641,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,SLvl,5,5,2005,2007,Gable,VinylSd,VinylSd,TA,CBlock,504.44771,-0.001220991,813.1122703,880.5414358999999,Ex,Y,SBrkr,864,0,864,0.001996973,-0.00199953,1,0,3,1,TA,6,1,1.998001902,393.6192598,Y,0,0,6,2006,WD ,Normal,145000
4434,1499,85,RL,9600,Reg,Lvl,Inside,Edwards,1Fam,SFoyer,5,5,1976,2006,Gable,VinylSd,VinylSd,TA,PConc,974.2190072000001,-0.001262264,164.00491330000003,613.0398036,Ex,Y,SBrkr,864,0,1728,1.001998879,-0.0019980189999999998,1,0,3,1,Gd,6,0,-0.001996897,-0.001237953,Y,0,0,6,2007,WD ,Normal,145000
1577,1464,60,RL,9600,Reg,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.001101863,-0.001209098,1061.642415,558.3261047,Ex,Y,SBrkr,832,0,1092,0.001999807,-0.001999215,2,1,3,1,TA,7,1,1.998002106,379.51638810000003,Y,0,0,7,2007,WD ,Normal,181000
4805,754,60,RL,9600,Reg,Lvl,Inside,NoRidge,1Fam,2Story,7,5,2003,2006,Gable,HdBoard,HdBoard,Gd,PConc,1014.0689980000001,-0.001224977,504.7004466,850.2758013,Ex,Y,SBrkr,864,0,864,1.001999104,-0.00199949,2,1,4,1,Gd,7,1,1.998007605,375.38751010000004,Y,0,0,6,2006,WD ,Normal,130000
4589,2163,20,RL,9600,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,5,1976,1960,Gable,Plywood,Plywood,TA,CBlock,0.001329431,-0.001219574,1726.3334989999998,1249.229548,TA,Y,SBrkr,894,0,1486,0.001999379,-0.001999811,1,0,3,1,TA,6,1,1.998003992,391.8772982,Y,0,0,6,2009,WD ,Normal,140000
4798,2284,30,RL,1680,Reg,Lvl,Inside,BrkSide,1Fam,1Story,6,5,2004,1950,Gable,MetalSd,MetalSd,TA,PConc,984.4740601,-0.001272181,520.9032741000001,1155.055717,TA,Y,SBrkr,1728,0,1728,0.001999964,-0.001999761,1,0,2,1,TA,5,0,1.998001051,379.5609632,Y,0,0,5,2008,WD ,Normal,170000
1093,126,20,RL,9600,Reg,Lvl,Inside,OldTown,1Fam,1Story,7,5,2008,2007,Gable,VinylSd,VinylSd,Gd,PConc,1064.8031449999999,-0.001142,459.3780847,1191.153312,Ex,Y,SBrkr,876,0,1040,1.001998819,-0.0019998670000000002,2,0,2,1,Gd,5,0,1.998000565,409.2653798,Y,0,0,5,2007,WD ,Normal,290000
4117,326,80,RL,8400,Reg,Lvl,Inside,OldTown,1Fam,SLvl,6,5,2005,1950,Gable,VinylSd,Plywood,TA,CBlock,564.7542109,-0.0018663179999999998,204.0296894,544.9458503999999,TA,Y,SBrkr,1040,0,1302,1.001999945,-0.001999168,1,0,3,1,TA,6,0,1.998004106,386.85939160000004,Y,0,0,8,2008,WD ,Normal,185750
316,754,20,RL,4923,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Gd,PConc,578.6024422,-0.0012078780000000001,1680.369398,1212.683832,Ex,Y,SBrkr,1721,0,1040,0.001999962,-0.001999249,2,0,3,1,Gd,6,0,1.998003149,395.9018881,Y,0,0,5,2007,WD ,Normal,145000
2396,1293,70,RL,8400,Reg,Lvl,Inside,OldTown,1Fam,2Story,6,5,1910,1950,Gable,VinylSd,VinylSd,TA,BrkTil,986.2009763,-0.0012287510000000001,511.3232285,604.4772449,TA,Y,SBrkr,672,0,1092,0.0019993579999999997,-0.001999674,2,0,3,1,TA,6,0,0.998004054,195.6984379,Y,0,0,7,2006,WD ,Normal,115000
132,754,90,RL,9600,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,2004,2005,Gable,VinylSd,VinylSd,TA,CBlock,606.782732,-0.00125143,1835.02573,1339.3579550000002,TA,Y,SBrkr,672,0,1040,0.001999988,-0.001999309,2,0,3,1,TA,6,0,1.998001516,405.64151910000004,Y,0,0,11,2006,WD ,Normal,170000
1770,1293,70,RL,6120,IR1,Lvl,Inside,Crawfor,1Fam,2Story,7,5,1900,1950,Gable,VinylSd,VinylSd,TA,BrkTil,0.001119718,-0.001254156,1784.564468,1285.067725,Ex,Y,SBrkr,990,0,1040,0.001999566,-0.001998647,1,0,3,1,Gd,7,1,2.99800963,610.8388122,Y,0,0,7,2007,WD ,Normal,170000
1494,754,60,RL,9600,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2007,2007,Gable,VinylSd,VinylSd,Gd,PConc,0.001051149,-0.0012134280000000001,1074.856325,566.3421414,Ex,Y,SBrkr,728,0,1456,0.001999908,-0.001999061,2,1,3,1,TA,7,1,1.99800338,376.6729389,Y,0,0,7,2006,WD ,Normal,181000
3949,754,20,RL,3907,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,5,1994,2002,Gable,VinylSd,VinylSd,Gd,PConc,595.647361,-0.001186365,1718.9182629999998,1206.252952,Ex,Y,SBrkr,912,0,1728,0.001999992,-0.001999683,2,0,3,1,TA,6,1,1.9980049430000002,387.20151450000003,Y,0,0,9,2009,WD ,Normal,170000
1667,27,120,RL,3907,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,5,1988,2001,Gable,MetalSd,MetalSd,TA,PConc,1000.9243150000001,-0.001360305,524.915543,571.8787667,TA,Y,SBrkr,1728,0,1728,1.001999992,-0.001999038,2,0,2,1,TA,5,0,1.998001249,390.0135541,Y,0,0,6,2007,WD ,Normal,140000
299,754,60,RL,9600,Reg,Lvl,Inside,CollgCr,1Fam,2Story,6,5,2007,1950,Gable,VinylSd,VinylSd,TA,PConc,0.001174167,-0.0012322910000000002,1799.971966,862.4836680999999,Ex,Y,SBrkr,864,0,1680,0.001999789,-0.0019992910000000003,2,1,4,1,Gd,7,1,1.998004515,372.2151659,Y,0,0,6,2006,WD ,Normal,145000
616,1293,160,RM,8400,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,5,2005,1950,Gable,MetalSd,MetalSd,TA,CBlock,587.8825605000001,-0.001818455,182.4135646,558.6067324,TA,Y,SBrkr,1040,0,1092,0.001999891,-0.001998046,1,0,3,1,TA,6,0,1.99800307,378.31719069999997,Y,0,0,5,2006,WD ,Normal,140000
